Run#,Cromwell Result,Status,Name,Tag,User,Site,Submitted,Updated
"140898","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:26"
"140897","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:41"
"140896","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:45"
"140895","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:27"
"140894","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:45"
"140893","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:26"
"140892","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:44"
"140891","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:28"
"140890","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:45"
"140889","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:43"
"140888","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:32"
"140887","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:41"
"140886","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:44"
"140885","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:44"
"140884","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:43"
"140883","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:41"
"140882","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:41"
"140881","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:50","10/22 15:44"
"140880","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:44"
"140879","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:45"
"140878","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:40"
"140877","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:32"
"140876","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:44"
"140875","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:27"
"140874","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:44"
"140873","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:41"
"140872","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:45"
"140871","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:41"
"140870","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:44"
"140869","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:44"
"140868","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:49","10/22 15:41"
"140867","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:27"
"140866","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:41"
"140865","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:41"
"140864","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:32"
"140863","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:47"
"140862","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:26"
"140861","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:44"
"140860","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:45"
"140859","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:43"
"140858","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:41"
"140857","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:44"
"140856","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:44"
"140855","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:48","10/22 15:44"
"140854","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:47","10/22 15:32"
"140853","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:47","10/22 15:45"
"140852","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:47","10/22 15:26"
"140851","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:47","10/22 15:45"
"140850","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:47","10/22 15:32"
"140849","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:47","10/22 15:40"
"140848","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:47","10/22 15:44"
"140847","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:40"
"140846","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:45"
"140845","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:41"
"140844","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:26"
"140843","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:44"
"140842","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:44"
"140841","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:41"
"140840","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:32"
"140839","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:44"
"140838","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:38","10/22 15:44"
"140832","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-0h5e3e83.1_filtered.fastq.gz","mkellom","dori","10/22 13:50","10/22 13:54"
"140831","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-0ewbm566.1_filtered.fastq.gz","mkellom","dori","10/22 13:43","10/22 13:48"
"140827","succeeded","done","singlem_pipeline","nmdc_wfrqc-11-04hz6p33.1_filtered.fastq.gz","mkellom","dori","10/22 12:48","10/22 12:55"
"140826","n/a","running","metatranscriptome_assy","","vli","nmdc_tahoma","10/22 12:33","10/22 12:36"
"140825","failed","done","reseq_pipeline","S.cerevisiae","alipzen","dori","10/22 12:02","10/22 12:48"
"140819","succeeded","done","reseq_pipeline","Miscanthus3","alipzen","dori","10/22 11:12","10/23 04:22"
"140815","succeeded","done","bbtools","","dcassol","perlmutter","10/22 10:44","10/22 15:26"
"140814","n/a","ready","","","dcassol","jgi","10/22 10:44","10/22 10:46"
"140813","succeeded","done","bbtools","","dcassol","dori","10/22 10:43","10/22 10:54"
"140812","succeeded","done","reseq_pipeline","reseq_Csativa_Magic_P7","alipzen","dori","10/22 10:04","10/22 12:55"
"140811","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/22 09:19","10/22 13:39"
"140810","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/22 09:18","10/22 12:57"
"140807","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-0d0jyj28.1_filtered.fastq.gz","mkellom","dori","10/22 08:58","10/22 09:08"
"140806","n/a","done","","","dcassol","perlmutter","10/22 08:43","10/22 08:46"
"140805","succeeded","done","metatranscriptome_assembly_and_alignment","metag","bfoster","dori","10/22 08:39","10/22 09:02"
"140804","succeeded","done","metatranscriptome_assembly_and_alignment","metag","bfoster","dori","10/22 08:14","10/22 08:37"
"140803","succeeded","done","metagenome_assembly_and_alignment","metag","bfoster","dori","10/22 08:13","10/22 09:00"
"140794","succeeded","done","isoseq_pipeline","","jieguo","perlmutter","10/21 23:25","10/22 16:21"
"140793","n/a","done","","","jieguo","dori","10/21 23:24","10/21 23:27"
"140792","n/a","done","","","jieguo","dori","10/21 23:21","10/21 23:24"
"140785","succeeded","done","bbtools","","dcassol","dori","10/21 17:30","10/22 09:07"
"140784","n/a","done","","","dcassol","dori","10/21 17:26","10/21 17:28"
"140783","n/a","done","","","dcassol","dori","10/21 17:23","10/21 17:26"
"140782","succeeded","done","metatranscriptome_assembly_and_alignment","metag","bfoster","dori","10/21 17:16","10/21 17:30"
"140781","n/a","done","","","dcassol","defiant","10/21 17:04","10/21 17:08"
"140780","n/a","done","","","dcassol","dori","10/21 17:02","10/21 17:05"
"140777","n/a","done","","","dcassol","perlmutter","10/21 16:56","10/21 16:59"
"140776","n/a","done","","","dcassol","defiant","10/21 16:55","10/21 16:58"
"140775","succeeded","done","metatranscriptome_assembly_and_alignment","metag","bfoster","dori","10/21 16:33","10/21 17:15"
"140774","succeeded","done","metagenome_assembly_and_alignment","metag","bfoster","dori","10/21 16:33","10/21 17:16"
"140773","succeeded","done","metagenome_assembly_and_alignment","metag","bfoster","dori","10/21 16:32","10/21 17:15"
"140772","succeeded","done","metatranscriptome_assembly_and_alignment","metag","bfoster","dori","10/21 16:32","10/21 17:15"
"140771","succeeded","done","fq_count","","ssul","dori","10/21 15:47","10/21 16:27"
"140770","succeeded","done","bbtools","","elais","dori","10/21 15:17","10/21 15:54"
"140769","succeeded","done","bbtools","","elais","dori","10/21 15:17","10/21 15:53"
"140768","succeeded","done","bbtools","","elais","dori","10/21 15:17","10/21 15:54"
"140767","succeeded","done","bbtools","","elais","dori","10/21 15:17","10/21 15:53"
"140766","succeeded","done","bbtools","","elais","dori","10/21 15:17","10/21 15:54"
"140765","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-0bfeqj60.1_filtered.fastq.gz","mkellom","dori","10/21 15:04","10/21 15:47"
"140764","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-0aceks85.1_filtered.fastq.gz","mkellom","dori","10/21 15:04","10/21 15:47"
"140763","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-07yjjk92.1_filtered.fastq.gz","mkellom","dori","10/21 15:04","10/21 15:47"
"140760","succeeded","done","dbc_pools","DBC_P20251010_CCQC_RM_02","mjsharkey","dori","10/21 14:59","10/21 21:27"
"140759","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/21 14:51","10/22 10:31"
"140758","succeeded","done","bbtools","","dcassol","dori","10/21 14:48","10/21 15:25"
"140757","succeeded","done","bbtools","","elais","dori","10/21 14:45","10/21 15:25"
"140756","n/a","done","","","elais","dori","10/21 14:27","10/21 14:28"
"140755","n/a","done","","metag","bfoster","dori","10/21 13:53","10/21 13:54"
"140754","n/a","done","","metag","bfoster","dori","10/21 13:51","10/21 13:52"
"140753","n/a","done","","metag","bfoster","dori","10/21 13:50","10/21 13:52"
"140747","failed","done","bbtools","","elais","dori","10/21 10:37","10/21 14:58"
"140746","succeeded","done","metatranscriptome_assembly_and_alignment","metag","bfoster","dori","10/21 10:22","10/21 14:51"
"140745","succeeded","done","metagenome_assembly_and_alignment","metag","bfoster","dori","10/21 10:09","10/21 14:50"
"140739","failed","done","metatranscriptome_assy","","vli","nmdc_tahoma","10/21 09:31","10/22 12:26"
"140738","succeeded","done","align_libraries","P20251010_MJS_TEST","mjsharkey","dori","10/21 09:28","10/21 10:48"
"140737","cancelled","done","","P20251010_MJS_TEST","mjsharkey","dori","10/21 09:18","10/21 09:54"
"140736","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/21 09:08","10/22 10:31"
"140732","succeeded","done","interProScan","","tbruna","dori","10/21 08:58","10/21 14:58"
"140731","n/a","queued","metatranscriptome_assy","","vli","nmdc","10/21 08:32","10/21 08:32"
"140730","succeeded","done","bbtools","","dcassol","dori","10/21 08:19","10/21 09:15"
"140699","failed","done","isoseq_pipeline","","jieguo","dori","10/21 00:03","10/21 00:10"
"140698","failed","done","isoseq_pipeline","","jieguo","dori","10/21 00:03","10/21 00:09"
"140697","failed","done","isoseq_pipeline","","jieguo","dori","10/21 00:02","10/21 00:09"
"140691","failed","done","isoseq_pipeline","","jieguo","dori","10/21 00:00","10/21 00:06"
"140690","failed","done","isoseq_pipeline","","jieguo","dori","10/20 23:49","10/20 23:59"
"140689","failed","done","isoseq_pipeline","","jieguo","dori","10/20 23:48","10/20 23:59"
"140688","failed","done","isoseq_pipeline","","jieguo","dori","10/20 23:34","10/20 23:44"
"140680","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-07ftr668.1_filtered.fastq.gz","mkellom","dori","10/20 21:11","10/20 21:15"
"140676","succeeded","done","scRNARefPrep","refprep.Osativa-Phallii-Sbicolor","sgreenblum","dori","10/20 20:54","10/20 21:59"
"140659","succeeded","done","fq_count","","ssul","defiant","10/20 16:52","10/21 05:40"
"140658","failed","done","rna_assembly","testsmartnormBRIZA","mmingay","dori","10/20 16:20","10/22 13:39"
"140657","failed","done","rna_assembly","newQCpipeTest","mmingay","dori","10/20 16:14","10/21 14:51"
"140651","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/20 15:58","10/22 10:34"
"140650","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/20 15:41","10/20 17:50"
"140649","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/20 15:15","10/22 10:34"
"140641","succeeded","done","align_libraries","P20251010_MJS_MAJOR_TEST","mjsharkey","dori","10/20 13:59","10/20 14:33"
"140640","succeeded","done","rna_count_wrapper","rna_count_Neurospora2","alipzen","dori","10/20 13:56","10/20 14:24"
"140639","failed","done","isoseq_pipeline","","jieguo","dori","10/20 13:55","10/20 14:07"
"140638","succeeded","done","rna_count_wrapper","rna_count_Neurospora","alipzen","dori","10/20 13:54","10/20 14:25"
"140637","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/20 13:37","10/22 10:34"
"140636","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/20 13:24","10/22 10:34"
"140635","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/20 13:23","10/22 10:34"
"140631","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-07553114.1_filtered.fastq.gz","mkellom","dori","10/20 12:55","10/20 13:00"
"140625","cancelled","done","align_libraries","P20251010_MJS_MAJOR_TEST","mjsharkey","dori","10/20 11:43","10/20 11:46"
"140624","cancelled","done","align_libraries","P20251010_MJS_MAJOR_TEST","mjsharkey","dori","10/20 11:23","10/20 11:29"
"140623","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/20 11:20","10/22 10:34"
"140620","succeeded","done","readcount","metaTcount","dywu","dori","10/20 11:01","10/20 11:34"
"140619","succeeded","done","readcount","metaTcount","dywu","dori","10/20 11:00","10/20 11:29"
"140618","succeeded","done","readcount","metaTcount","dywu","dori","10/20 11:00","10/20 11:32"
"140617","failed","done","scRNARefPrep","refprep.Os323-Ph590-Sb552","sgreenblum","dori","10/20 10:42","10/20 11:02"
"140616","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-06dtnd51.1_filtered.fastq.gz","mkellom","dori","10/20 10:25","10/20 10:29"
"140610","failed","done","singlem_pipeline","nmdc_wfrqc-11-05k6cz78.1_filtered.fastq.gz","mkellom","dori","10/20 09:46","10/20 09:49"
"140609","cancelled","done","align_libraries","P20251010_MJS_BGND_TEST_04","mjsharkey","dori","10/20 09:45","10/20 10:07"
"140608","failed","done","singlem_pipeline","nmdc_wfrqc-11-04hz6p33.1_filtered.fastq.gz","mkellom","dori","10/20 09:42","10/20 09:46"
"140607","succeeded","done","rna_count_wrapper","rna_count","dapeters","dori","10/20 09:37","10/20 10:12"
"140606","succeeded","done","bbtools","","dcassol","dori","10/20 09:09","10/20 09:13"
"140605","succeeded","done","bbtools","","dcassol","dori","10/20 09:09","10/20 09:13"
"140574","failed","done","scRNARefPrep","refprep.Osativa-Phallii-Sbicolor","sgreenblum","dori","10/19 22:23","10/19 22:27"
"140570","failed","done","scRNARefPrep","refprep.Osativa-Phallii-Sbicolor","sgreenblum","dori","10/19 22:00","10/19 22:04"
"140539","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:55","10/19 11:00"
"140538","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:54","10/19 11:00"
"140537","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:54","10/19 11:00"
"140536","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:53","10/19 10:59"
"140535","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:53","10/19 10:58"
"140534","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:52","10/19 10:58"
"140533","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:51","10/19 10:57"
"140532","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:51","10/19 10:57"
"140531","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:51","10/19 10:57"
"140530","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:51","10/19 10:57"
"140529","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:50","10/19 10:56"
"140528","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:50","10/19 10:55"
"140527","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:48","10/19 10:53"
"140526","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:48","10/19 10:53"
"140525","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/19 10:48","10/19 10:53"
"140452","failed","done","","metag","svc-ga","dori","10/18 08:11","10/18 08:36"
"140451","failed","done","","metag","svc-ga","dori","10/18 08:10","10/18 08:36"
"140450","failed","done","","metag","svc-ga","dori","10/18 08:10","10/18 08:36"
"140449","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:10","10/18 08:37"
"140448","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:10","10/18 08:37"
"140447","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:09","10/18 08:36"
"140446","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:09","10/18 08:37"
"140445","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:08","10/18 08:37"
"140444","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:08","10/18 08:37"
"140443","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:08","10/18 08:36"
"140442","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:07","10/18 08:36"
"140441","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 08:07","10/18 08:36"
"140437","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:53","10/18 08:00"
"140436","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:53","10/18 08:00"
"140435","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:53","10/18 07:59"
"140434","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:53","10/18 07:59"
"140433","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:53","10/18 07:58"
"140432","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:53","10/18 08:00"
"140431","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:52","10/18 07:59"
"140430","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:51","10/18 07:59"
"140429","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:51","10/18 07:58"
"140428","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:51","10/18 07:58"
"140427","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:50","10/18 07:57"
"140426","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:50","10/18 07:57"
"140425","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:50","10/18 07:58"
"140424","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:48","10/18 07:53"
"140423","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:48","10/18 07:53"
"140422","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:48","10/18 07:52"
"140421","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 07:47","10/18 07:52"
"140418","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:37","10/18 07:16"
"140417","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:37","10/18 07:16"
"140416","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:32","10/18 07:15"
"140415","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:32","10/18 07:15"
"140414","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:31","10/18 07:15"
"140413","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:31","10/18 07:14"
"140412","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:30","10/18 07:14"
"140411","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:30","10/18 07:15"
"140410","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:30","10/18 07:15"
"140409","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:30","10/18 07:14"
"140408","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:29","10/18 07:14"
"140407","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:29","10/18 07:13"
"140406","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:29","10/18 07:13"
"140405","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:29","10/18 07:14"
"140404","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:29","10/18 07:14"
"140403","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:29","10/18 07:15"
"140402","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:28","10/18 07:13"
"140401","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:28","10/18 07:15"
"140400","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:28","10/18 07:14"
"140399","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:28","10/18 07:13"
"140398","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:28","10/18 07:15"
"140397","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:27","10/18 07:13"
"140396","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:25","10/18 07:12"
"140395","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:25","10/18 07:12"
"140394","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:24","10/18 07:13"
"140393","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:24","10/18 07:13"
"140392","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:24","10/18 07:12"
"140391","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:23","10/18 07:13"
"140390","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:23","10/18 07:12"
"140389","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 06:22","10/18 07:12"
"140388","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:35","10/20 08:52"
"140387","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:35","10/20 08:54"
"140386","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:31","10/20 08:56"
"140385","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:30","10/20 08:57"
"140384","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:29","10/20 08:52"
"140383","failed","done","","metag","svc-ga","dori","10/18 05:28","10/18 05:57"
"140382","failed","done","","metag","svc-ga","dori","10/18 05:27","10/18 05:58"
"140381","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:27","10/20 08:56"
"140380","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:26","10/20 08:46"
"140379","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:26","10/20 08:56"
"140378","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:26","10/20 08:52"
"140377","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:25","10/18 07:12"
"140376","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:25","10/20 08:57"
"140375","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:23","10/20 08:56"
"140374","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:20","10/20 08:56"
"140373","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:20","10/20 08:57"
"140372","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:18","10/20 08:52"
"140371","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:18","10/20 08:57"
"140370","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:18","10/20 08:54"
"140369","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:17","10/20 08:56"
"140368","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:14","10/20 08:56"
"140367","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:12","10/20 08:57"
"140366","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/18 05:10","10/18 07:10"
"140337","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 20:00","10/18 07:09"
"140336","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:50","10/18 07:10"
"140335","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:38","10/18 06:46"
